Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
8.58011433592749,7.41180262040504,2.43523593343892,1.23629120857132,0.395102388000227,Iris-setosa
79.3328571058149,6.15094065846356,2.05851591053735,4.2499647225352,-0.0459967966357198,Iris-setosa
53.0784061356265,6.44475869570049,3.48499548175488,0.446859116359469,0.708402470382706,Iris-setosa
61.6913416943247,6.60524876010199,2.3248370734858,0.308108462080595,0.0129246009678027,Iris-setosa
68.4237089283591,5.66388313671532,3.03008018933995,1.27913408608643,2.37445251702279,Iris-versicolor
112.424935287667,8.31032618435627,3.22223874290873,0.917120598427107,1.18683036714494,Iris-setosa
59.0367712816756,6.99661438721538,2.35643783518381,3.3007230866454,-0.173750065183427,Iris-versicolor
87.3691065628228,6.47474334860395,3.25267101465992,1.30840835254017,0.894774375664381,Iris-setosa
92.1330145157074,6.73328335340783,1.87793057844962,3.77461466202347,-0.234833241689965,Iris-virginica
131.611579030947,5.65642460746088,2.55396548633521,4.57666423506706,0.348610454382612,Iris-setosa
24.1285961688927,6.6706367983647,3.07167031817188,1.13847225437622,1.55201871834029,Iris-virginica
27.4123397587142,7.98448868854259,3.16466734239777,1.4160272612972,-0.18073077022668,Iris-versicolor
-13.2042044899779,8.64713081630131,2.41459032756959,0.761178980903086,1.37544379799696,Iris-virginica
-34.0672184705881,7.19016426279699,2.13627204609651,3.20562973515772,0.963967924192792,Iris-virginica
139.026046242954,6.32083708416773,2.66857354821215,0.929093324238368,0.951552292769768,Iris-virginica
69.8779927019771,5.87959508337074,2.215977899315,0.386278933202806,1.91382701450201,Iris-setosa
127.149868879134,6.32016352161097,2.61896533098151,5.93330218890047,0.949880371338591,Iris-versicolor
23.4529291543352,7.72527634704971,3.3109607392065,4.13527096732549,1.09980027475717,Iris-versicolor
9.92970802177718,8.20013329877964,2.64939624027052,0.824651139968506,0.544434594248125,Iris-virginica
43.3985065852063,7.81529961694998,2.12454938893122,4.38619034392424,-0.393968903135194,Iris-virginica
143.908984650992,6.27805784321201,2.98277988053101,1.98935516967859,0.364557914150002,Iris-versicolor
35.3267578494081,6.52711925227304,3.07958327986903,0.540141098790261,0.0457856667896009,Iris-setosa
68.0070283123193,7.57916180190508,2.43194222829685,0.27038334944942,0.941174359648698,Iris-virginica
116.269045127616,8.07262044460333,2.11950564792873,0.334848506108538,2.90710525532728,Iris-versicolor
84.8127947000963,6.69657080594568,1.85449798264829,5.95926234867526,0.454244095707069,Iris-versicolor
27.1801129438194,7.63153382188354,3.06896321122586,5.61698080227191,0.840800643468531,Iris-virginica
-7.92758858315114,5.95170470310473,2.6137464132736,3.63730882665109,0.583989250769993,Iris-virginica
58.5346496535792,6.3528062875757,2.38561594216415,0.781477420325662,0.0761475110645917,Iris-setosa
2.33206943021138,8.03564464939185,2.79513297197282,3.83368393896284,2.37995050107387,Iris-versicolor
23.1712415584151,6.81316908720109,2.5185134864447,0.588001006855751,0.623358434137687,Iris-virginica
